Serial Number,Roll_Num,Uni_ID,Student Name, AML3201, CSL2301, CSL3307, CSL4207, CSL4208, CSL4305, CSL4318, CSL4336, CSL5210, CSP2301, ECL3311, GEW1601, GEW1603, GEW1604, GEW1605, GEW1607, GEW1608, GEW1609, GEW1610, GEW1611, GEW1613, AMP1201, CSP1307, CSP2210, ECP1311,Total
 510,10123920,20012510,AAA AAA510, , , 75, 72.88, , 71.67, , , 83.33, , 68.33, , 100, , , , , , , , , , 80, 74.14, 68.75, 74.38
 511,10123921,20012511,AAA AAA511, , 96.77, , 95.45, 96.67, , 96.77, 95.12, , 93.55, 0, , , , , , , , , , , , , , 0, 92.65
 512,10123922,20012512,AAA AAA512, , , 79.55, 81.36, , 81.67, , , 91.67, , 73.33, , , , , 100, , , , , , , 80, 84.48, 75, 81.63
 513,10123923,20012513,AAA AAA513, , , 63.64, 62.71, , 60, , , 66.67, , 61.67, 87.5, , , , , , , , , , , 60, 59.48, 62.5, 62.36
 514,10123924,20012514,AAA AAA514, , , 75, 86.44, , 81.67, , , 75, , 81.67, 100, , , , , , , , , , , 80, 77.59, 87.5, 81.18
 515,10123925,20012515,AAA AAA515, , 67.74, , 80.3, 80, , 80.65, 80.49, , 70.97, 0, , , , , , , , , , , , , , 0, 75.72
 516,10123926,20012516,AAA AAA516, , , 78.57, 75.41, , 72.55, , , 71.43, , 76.67, , 100, , , , , , , , , , 80, 77.78, 87.5, 78.04
 517,10123927,20012517,AAA AAA517, , , 79.55, 79.66, , 78.33, , , 75, , 78.33, 100, , , , , , , , , , , 86.67, 70.69, 81.25, 78
 518,10123928,20012518,AAA AAA518, , , 86.36, 86.44, , 93.33, , , 91.67, , 73.33, , 100, , , , , , , , , , 86.67, 81.03, 87.5, 85.03
 519,10123929,20012519,AAA AAA519, , , 84.09, 83.05, , 85, , , 83.33, , 76.67, , , , , 100, , , , , , , 86.67, 82.76, 87.5, 83.67
 520,10123930,20012520,AAA AAA520, , , 86.36, 88.14, , 91.67, , , 83.33, , 80, 100, , , , , , , , , , , 86.67, 86.21, 93.75, 87.3
 521,10123931,20012521,AAA AAA521, , , 86.36, 84.75, , 76.67, , , 83.33, , 75, , , , , , , , 100, , , , 93.33, 79.31, 87.5, 82.31
 522,10123932,20012522,AAA AAA522, , , 75, 79.66, , 76.67, , , 83.33, , 73.33, , , , , , 100, , , , , , 80, 75.86, 75, 77.55
 523,10123933,20012523,AAA AAA523, , , 79.55, 84.75, , 81.67, , , 83.33, , 76.67, , , , , 100, , , , , , , 73.33, 81.03, 75, 80.73
 524,10123934,20012524,AAA AAA524, , , 63.64, 67.8, , 71.67, , , 58.33, , 51.67, , , , , , , , , , 100, , 80, 69.83, 56.25, 66.89
 525,10123935,20012525,AAA AAA525, , , 88.64, 88.14, , 83.33, , , 75, , 85, , , 100, , , , , , , , , 80, 91.38, 87.5, 87.07
 526,10123936,20012526,AAA AAA526, , , 79.55, 86.44, , 73.33, , , 83.33, , 76.67, , , , , , 100, , , , , , 86.67, 86.21, 81.25, 82.54
 527,10123937,20012527,AAA AAA527, , 70.97, , 81.82, 76.67, , 74.19, 58.54, , 67.74, 0, , , , , , , , , , , , , , 0, 67.93
 528,10123938,20012528,AAA AAA528, , , 77.27, 86.44, , 80, , , 83.33, , 75, , , , , , 100, , , , , , 80, 86.21, 75, 82.09
 529,10123939,20012529,AAA AAA529, , , 65.91, 69.49, , 66.67, , , 75, , 40, , , , , , , , , 100, , , 73.33, 67.24, 62.5, 65.31
 530,10123940,20012530,AAA AAA530, , 70.97, , 80.3, 75, , 51.61, 73.17, , 48.39, 0, , , , , , , , , , , , , , 0, 64.14
 531,10123941,20012531,AAA AAA531, , , 84.09, 89.83, , 83.33, , , 83.33, , 80, , 100, , , , , , , , , , 80, 86.21, 87.5, 85.26
 532,10123942,20012532,AAA AAA532, , , 75, 76.27, , 73.33, , , 83.33, , 66.67, , , , , , 100, , , , , , 80, 66.38, 62.5, 72.34
 533,10123943,20012533,AAA AAA533, , , 80.95, 81.97, , 80.39, , , 85.71, , 85, , , , , , 100, , , , , , 100, 85.19, 87.5, 85.51
 534,10123944,20012534,AAA AAA534, , 77.42, , 75.41, 75.41, , 83.87, 73.17, 0, 78.57, 0, , , , , , , , , , , , , 0, 0, 69.64
 535,10123945,20012535,AAA AAA535, , , 71.43, 75.41, , 68.63, , , 85.71, , 73.33, , , 100, , , , , , , , , 86.67, 79.63, 75, 77.34
 536,10123946,20012536,AAA AAA536, , 75.86, , 80.65, 80.33, , 80, 87.8, , 92.31, 40, , , , , , , , , , , , , , 50, 82.45
 537,10123947,20012537,AAA AAA537, , , 76.19, 77.05, , 72.55, , , 78.57, , 75, , , , , , , , , 100, , , 86.67, 83.33, 81.25, 79.67
 538,10123948,20012538,AAA AAA538, , , 76.19, 78.69, , 72.55, , , 78.57, , 85, , , 93.75, , , , , , , , , 80, 79.63, 87.5, 80.14
 539,10123949,20012539,AAA AAA539, , , 52.38, 55.74, , 47.06, , , 50, , 50, , , 6.25, , , , , , , , , 33.33, 51.85, 50, 48.36
 540,10123950,20012540,AAA AAA540, , , 28.57, 49.18, , 39.22, , , 71.43, , 33.33, , , , , , , , , 100, , , 46.67, 48.15, 25, 44.86
 541,10123951,20012541,AAA AAA541, , 74.19, , 83.61, 73.77, , 80.65, 85.37, 0, 78.57, 0, , , , , , , , , , , , , 0, 0, 72.82
 542,10123952,20012542,AAA AAA542, , , 78.57, 83.61, , 78.43, , , 100, , 73.33, , , 100, , , , , , , , , 93.33, 87.04, 96.88, 85.28
 543,10123953,20012543,AAA AAA543, , , 76.19, 81.97, , 66.67, , , 78.57, , 73.33, , 100, , , , , , , , , , 73.33, 79.63, 75, 77.1
 544,10123954,20012544,AAA AAA544, , , 85.71, 85.25, , 78.43, , , 92.86, , 78.33, , , , 100, , , , , , , , 93.33, 77.78, 78.13, 82.71
 545,10123955,20012545,AAA AAA545, , , 78.57, 81.97, , 84.31, , , 100, , 83.33, , , 100, , , , , , , , , 93.33, 81.48, 81.25, 84.58
 546,10123956,20012546,AAA AAA546, , , 78.57, 80.33, , 72.55, , , 92.86, , 81.67, , , , , , , , , 100, , , 93.33, 81.48, 81.25, 82.24
 547,10123957,20012547,AAA AAA547, , , 76.19, 78.69, , 72.55, , , 85.71, , 75, , , , , , , , , 100, , , 86.67, 79.63, 81.25, 79.44
 548,10123958,20012548,AAA AAA548, , , 76.19, 75.41, , 72.55, , , 92.86, , 73.33, , 75, , , , , , , , , , 80, 75.93, 81.25, 76.87
 549,10123959,20012549,AAA AAA549, , , 78.57, 81.97, , 78.43, , , 92.86, , 76.67, , 100, , , , , , , , , , 80, 75.93, 75, 79.67
 550,10123960,20012550,AAA AAA550, , , 73.81, 73.77, , 72.55, , , 85.71, , 70, , , , 100, , , , , , , , 86.67, 75.93, 75, 76.4
 551,10123961,20012551,AAA AAA551, , , 76.19, 77.05, , 78.43, , , 85.71, , 75, , , , 100, , , , , , , , 86.67, 83.33, 75, 80.37
 552,10123962,20012552,AAA AAA552, , 77.42, , 88.52, 88.52, , 87.1, 95.12, 0, 89.29, 0, , , , , , , , , , , , , 0, 0, 80.68
 553,10123963,20012553,AAA AAA553, , , 83.33, 85.25, , 78.43, , , 85.71, , 81.67, , , , , , 87.5, , , , , , 93.33, 85.19, 93.75, 85.05
 554,10123964,20012554,AAA AAA554, , 74.19, , 81.97, 83.61, , 83.87, 87.8, 0, 87.5, 0, , , , , , , , , , , , , 0, 0, 76.22
 555,10123965,20012555,AAA AAA555, , 77.42, , 83.61, 80.33, , 87.1, 87.8, 0, 82.14, 0, , , , , , , , , , , , , 0, 0, 76.22
 556,10123966,20012556,AAA AAA556, , , 83.33, 86.67, , 87.5, , , 93.33, , 83.61, , , , , , , , 100, , , , 78.57, 78.33, 96.55, 84.84
 557,10123967,20012557,AAA AAA557, , 77.42, , 80.33, 80.33, , 90.32, 82.93, 0, 75, 0, , , , , , , , , , , , , 0, 33.33, 75.05
 558,10123968,20012558,AAA AAA558, , 77.42, , 85.25, 80.33, , 87.1, 82.93, 0, 85.71, 0, , , , , , , , , , , , , 0, 33.33, 76.33
 559,10123969,20012559,AAA AAA559, , , 40.48, 55, , 57.14, , , 60, , 44.26, , , , , , , , , 100, , , 50, 64.17, 48.28, 56.11
 560,10123970,20012560,AAA AAA560, , , 73.81, 78.33, , 76.79, , , 80, , 75.41, , , , 100, , , , , , , , 71.43, 71.67, 75.86, 75.79
 561,10123971,20012561,AAA AAA561, , , 69.05, 73.33, , 62.5, , , 73.33, , 59.02, , , , , , , 87.5, , , , , 71.43, 71.67, 55.17, 68.33
 562,10123972,20012562,AAA AAA562, , , 76.19, 73.33, , 76.79, , , 73.33, , 75.41, , , , , 100, , , , , , , 78.57, 75, 75.86, 76.24
 563,10123973,20012563,AAA AAA563, , , 73.81, 76.67, , 76.79, , , 80, , 75.41, , , , , , , 87.5, , , , , 71.43, 71.67, 48.28, 73.3
 564,10123974,20012564,AAA AAA564, , , 71.43, 73.33, , 76.79, , , 80, , 73.77, , , , , , , , , 100, , , 78.57, 75, 68.97, 75.57
 565,10123975,20012565,AAA AAA565, , , 73.81, 73.33, , 73.21, , , 80, , 73.77, , , , , , , , , 100, , , 78.57, 75, 68.97, 75.34
 566,10123976,20012566,AAA AAA566, , , 76.19, 73.33, , 75, , , 73.33, , 73.77, , , , , , , 87.5, , , , , 78.57, 73.33, 62.07, 73.98
 567,10123977,20012567,AAA AAA567, , , 71.43, 75, , 78.57, , , 86.67, , 85.25, , , , 100, , , , , , , , 78.57, 75.83, 89.66, 79.64
 568,10123978,20012568,AAA AAA568, , , 76.19, 73.33, , 76.79, , , 73.33, , 80.33, , , , 100, , , , , , , , 78.57, 75, 68.97, 76.47
 569,10123979,20012569,AAA AAA569, , 80.65, , 88.52, 85.25, , 87.1, 95.12, 0, 89.29, 0, , , , , , , , , , , , , 0, 0, 80.81
 570,10123980,20012570,AAA AAA570, , , 76.19, 80, , 76.79, , , 86.67, , 77.05, , , , 100, , , , , , , , 78.57, 75, 72.41, 78.05
 571,10123981,20012571,AAA AAA571, , , 85.71, 85, , 85.71, , , 80, , 83.61, , , , , , 100, , , , , , 78.57, 86.67, 82.76, 85.07
 572,10123982,20012572,AAA AAA572, , , 76.19, 81.67, , 76.79, , , 80, , 77.05, , , , , , , , 100, , , , 78.57, 76.67, 75.86, 78.51
 573,10123983,20012573,AAA AAA573, , , 47.62, 56.67, , 50, , , 60, , 62.3, , , 100, , , , , , , , , 35.71, 60, 48.28, 56.56
 574,10123984,20012574,AAA AAA574, , , 73.81, 75, , 80.36, , , 80, , 75.41, , , , , , , , , 100, , , 78.57, 75, 82.76, 77.6
 575,10123985,20012575,AAA AAA575, , , 52.38, 68.33, , 53.57, , , 46.67, , 49.18, , , , 75, , , , , , , , 64.29, 66.67, 41.38, 58.6
 576,10123986,20012576,AAA AAA576, , , 76.19, 76.67, , 78.57, , , 80, , 75.41, , 100, , , , , , , , , , 78.57, 76.67, 75.86, 77.83
 577,10123987,20012577,AAA AAA577, , , 76.19, 71.67, , 78.57, , , 73.33, , 75.41, , , , , , , 87.5, , , , , 85.71, 75, 62.07, 75.34
 578,10123988,20012578,AAA AAA578, , , 71.43, 70, , 71.43, , , 73.33, , 75.41, , 100, , , , , , , , , , 71.43, 73.33, 82.76, 74.21
 579,10123989,20012579,AAA AAA579, , , 85.71, 78.33, , 76.79, , , 80, , 85.25, , , , , , , , , 100, , , 85.71, 85, 82.76, 83.26
 580,10123990,20012580,AAA AAA580, , , 76.19, 78.33, , 78.57, , , 80, , 75.41, , 100, , , , , , , , , , 78.57, 78.33, 75.86, 78.51
 581,10123991,20012581,AAA AAA581, , , 9.52, , , 0, , , 0, , 0, , , , , , , , , 0, , , 0, 2.7, 0, 1.88
 582,10123992,20012582,AAA AAA582, , 77.42, , 85.25, 86.89, , 87.1, 82.93, 0, 78.57, 0, , , , , , , , , , , , , 0, 83.33, 76.97
 583,10123993,20012583,AAA AAA583, , , 69.05, 71.67, , 69.64, , , 80, , 70.49, , , 100, , , , , , , , , 78.57, 70, 75.86, 72.85
 584,10123994,20012584,AAA AAA584, , , 69.05, 73.33, , 78.57, , , 73.33, , 65.57, , , , , , , , , 93.75, , , 78.57, 70, 75.86, 72.85
 585,10123995,20012585,AAA AAA585, , , 76.19, 93.33, , 87.5, , , 100, , 93.44, , , , 100, , , , , , , , 85.71, 83.33, 96.55, 88.69
 586,10123996,20012586,AAA AAA586, , , 73.81, 80, , 76.79, , , 86.67, , 80.33, , , 100, , , , , , , , , 78.57, 76.67, 96.55, 80.32
 587,10123997,20012587,AAA AAA587, , , 69.05, 71.67, , 71.43, , , 80, , 67.21, , , , , 75, , , , , , , 92.86, 66.67, 68.97, 71.27
 588,10123998,20012588,AAA AAA588, , , 66.67, 75, , 75, , , 80, , 70.49, , , , 75, , , , , , , , 71.43, 68.33, 75.86, 71.95
 589,10123999,20012589,AAA AAA589, , , 50, 58.33, , 53.57, , , 60, , 49.18, , , , , , , , , 100, , , 50, 64.17, 55.17, 58.14
 590,10124000,20012590,AAA AAA590, , , 72.73, 77.05, , 73.68, , , 80, , 76.67, , , , , , , , 100, , , , 80, 76.19, 71.43, 76.77
 591,10124001,20012591,AAA AAA591, , 74.19, 33.33, 85.25, 81.97, , 83.87, 78.05, , 89.29, 0, , , , , , , , , , , , , , 0, 78.4
 592,10124002,20012592,AAA AAA592, , 90.32, 33.33, 86.89, 83.61, , 90.32, 82.93, , 92.86, 0, , , , , , , , , , , , , , 0, 83.07
 593,10124003,20012593,AAA AAA593, , , 75, 80.33, , 71.93, , , 86.67, , 80, , , , , , 100, , , , , , 86.67, 79.37, 71.43, 79.42
 594,10124004,20012594,AAA AAA594, , , 75, 78.69, , 80.7, , , 93.33, , 76.67, , , , , , , 100, , , , , 86.67, 84.13, 78.57, 82.08
 595,10124005,20012595,AAA AAA595, , , 77.27, 83.61, , 77.19, , , 100, , 75, , , , , , 100, , , , , , 86.67, 79.37, 71.43, 80.97
 596,10124006,20012596,AAA AAA596, , , 72.73, 75.41, , 75.44, , , 80, , 68.33, , , 100, , , , , , , , , 86.67, 79.37, 71.43, 76.99
 597,10124007,20012597,AAA AAA597, , , 75, 88.52, , 78.95, , , 86.67, , 75, , , , , , , , , 100, , , 86.67, 95.24, 78.57, 85.62
 598,10124008,20012598,AAA AAA598, , , 70.45, 77.05, , 71.93, , , 80, , 73.33, , 100, , , , , , , , , , 86.67, 77.78, 71.43, 76.77
 599,10124009,20012599,AAA AAA599, , , 68.18, 78.69, , 71.93, , , 93.33, , 71.67, , , , , , , , 100, , , , 86.67, 76.19, 71.43, 76.99
 600,10124010,20012600,AAA AAA600, , , 75, 80.33, , 80.7, , , 100, , 78.33, , , , 100, , , , , , , , 86.67, 88.89, 85.71, 84.73
 601,10124011,20012601,AAA AAA601, , , 79.55, 78.69, , 84.21, , , 93.33, , 80, , , , , , , 100, , , , , 93.33, 80.95, 92.86, 83.85
 602,10124012,20012602,AAA AAA602, , 83.87, 22.22, 83.61, 83.61, 91.67, 87.1, 82.93, , 78.57, 0, , , , , , , , , , , , , , 0, 79.83
 603,10124013,20012603,AAA AAA603, , , 68.18, 86.89, , 66.67, , , 96.67, , 68.33, , , 100, , , , , , , , , 86.67, 80.95, 64.29, 78.1
 604,10124014,20012604,AAA AAA604, , , 75, 75.41, , 71.93, , , 86.67, , 80, , , , , , , , 100, , , , 80, 76.19, 85.71, 78.32
 605,10124015,20012605,AAA AAA605, , , 75, 81.97, , 77.19, , , 93.33, , 73.33, , , , , , 100, , , , , , 93.33, 80.95, 78.57, 81.19
 606,10124016,20012606,AAA AAA606, , , 70.45, 80.33, , 73.68, , , 100, , 76.67, , , , , , , , , 100, , , 80, 82.54, 92.86, 81.42
 607,10124017,20012607,AAA AAA607, , 93.55, 22.22, 83.61, 81.97, , 90.32, 85.37, , 89.29, 0, , , , , , , , , , , , , , 0, 82.63
 608,10124018,20012608,AAA AAA608, , , 77.27, 77.05, , 79.31, , , 80, , 75.41, , , , , , , 100, , , , , 84.62, 80.95, 81.25, 79.96
 609,10124019,20012609,AAA AAA609, , , 70.45, 75.41, , 71.93, , , 80, , 75, , , , , , , , , 100, , , 93.33, 76.19, 71.43, 76.77
 610,10124020,20012610,AAA AAA610, , , 61.36, 75.41, , 68.42, , , 83.33, , 68.33, , , , , 100, , , , , , , 86.67, 76.19, 71.43, 74.34
 611,10124021,20012611,AAA AAA611, , , 72.73, 77.05, , 73.68, , , 80, , 71.67, , , , , , , , 100, , , , 93.33, 79.37, 85.71, 78.76
 612,10124022,20012612,AAA AAA612, , , 77.27, 83.61, , 79.31, , , 86.67, , 78.69, , , , , , 100, , , , , , 76.92, 87.3, 87.5, 83.48
 613,10124023,20012613,AAA AAA613, , 83.87, 33.33, 85.25, 85.25, , 87.1, 80.49, , 89.29, 0, , , , , , , , , , , , , , 0, 80.67
 614,10124024,20012614,AAA AAA614, , , 88.64, 86.89, , 77.59, , , 80, , 81.97, , , , 100, , , , , , , , 84.62, 90.48, 81.25, 85.68
 615,10124025,20012615,AAA AAA615, , , 81.82, 78.69, , 72.41, , , 93.33, , 73.77, , , , , , , 100, , , , , 84.62, 82.54, 81.25, 80.84
 616,10124026,20012616,AAA AAA616, , , 81.82, 90.16, , 82.76, , , 100, , 81.97, , , , , , , 100, , , , , 92.31, 87.3, 81.25, 87
 617,10124027,20012617,AAA AAA617, , , 86.36, 81.97, , 84.48, , , 93.33, , 80.33, , , , , , , , 100, , , , 92.31, 90.48, 81.25, 86.78
 618,10124028,20012618,AAA AAA618, , , 77.27, 78.69, , 74.14, , , 86.67, , 75.41, , , , , , 100, , , , , , 76.92, 76.19, 75, 77.75
 619,10124029,20012619,AAA AAA619, , 87.1, 44.44, 80.33, 85.25, , 87.1, 80.49, , 78.57, 0, , , , , , , , , , , , , , 0, 79.11
 620,10124030,20012620,AAA AAA620, , 87.1, 55.56, 80.33, 86.89, , 80.65, 87.8, , 85.71, 0, , , , , , , , , , , , , , 0, 81.29
 621,10124031,20012621,AAA AAA621, , , 84.09, 85.25, , 79.31, , , 93.33, , 81.97, , , , , , 100, , , , , , 92.31, 87.3, 87.5, 86.12
 622,10124032,20012622,AAA AAA622, , , 81.82, 78.69, , 82.76, , , 100, , 73.77, , , , , , , , , 100, , , 84.62, 85.71, 75, 83.04
 623,10124033,20012623,AAA AAA623, , , 75, 78.69, , 74.14, , , 93.33, , 73.77, , , , , , , 100, , , , , 92.31, 84.13, 75, 80.84
 624,10124034,20012624,AAA AAA624, , , 77.27, 77.05, , 77.59, , , 80, , 77.05, , , , , , , 100, , , , , 84.62, 85.71, 75, 80.84
 625,10124035,20012625,AAA AAA625, , 74.19, 33.33, 85.25, 80.33, , 80.65, 75.61, , 82.14, 0, , , , , , , , , , , , , , 0, 75.78
 626,10124036,20012626,AAA AAA626, , , 79.55, 90.16, , 79.31, , , 93.33, , 80.33, , , , , , , 100, , , , , 92.31, 87.3, 87.5, 86.12
 627,10124037,20012627,AAA AAA627, , 45.16, 33.33, 78.69, 75.41, , 74.19, 70.73, , 64.29, 10, , , , , , , , , , , , , , 0, 67.56
 628,10124038,20012628,AAA AAA628, , , 77.27, 78.69, , 70.69, , , 93.33, , 68.85, , , , , , , , 100, , , , 84.62, 76.19, 75, 77.31
 629,10124039,20012629,AAA AAA629, , , 81.82, 86.89, , 77.59, , , 100, , 78.69, , , , , , 100, , , , , , 92.31, 87.3, 81.25, 85.46
 630,10124040,20012630,AAA AAA630, , , 52.27, 68.85, , 63.79, , , 80, , 60.66, , , , , 100, , , , , , , 92.31, 66.67, 56.25, 67.18
 631,10124041,20012631,AAA AAA631, , , 52.27, 72.13, , 58.62, , , 86.67, , 54.1, , , 100, , , , , , , , , 76.92, 66.67, 43.75, 64.76
 632,10124042,20012632,AAA AAA632, , , 77.27, 77.05, , 75.86, , , 80, , 77.05, , , , , , , 100, , , , , 84.62, 82.54, 81.25, 80.18
 633,10124043,20012633,AAA AAA633, , 64.52, 33.33, 77.05, 63.93, , 48.39, 78.05, , 67.86, 0, , , , , , , , , , , , , , 0, 64
 634,10124044,20012634,AAA AAA634, , 74.19, 33.33, 88.52, 88.52, , 87.1, 82.93, , 82.14, 0, , , , , , , , , , , , , , 0, 80.67
 635,10124045,20012635,AAA AAA635, , , 90.91, 91.8, , 87.93, , , 93.33, , 90.16, , , , , , , , 100, , , , 92.31, 90.48, 93.75, 91.19
 636,10124046,20012636,AAA AAA636, , 64.52, 33.33, 80.33, 80.33, , 80.65, 73.17, , 82.14, 0, , , , , , , , , , , , , , 0, 73.78
 637,10124047,20012637,AAA AAA637, , , 61.36, 83.61, , 74.14, , , 93.33, , 77.05, , , , , , 100, , , , , , 84.62, 80.95, 81.25, 79.74
 638,10124048,20012638,AAA AAA638, , , 73.33, 81.36, , 77.59, , , 93.75, , 72.41, , , , 100, , , , , , , , 87.5, 75.41, 86.67, 79.65
 639,10124049,20012639,AAA AAA639, 76.09, 82.14, , 82.46, 75.81, , , , 86.67, 80, , , , 100, , , , , , , , 80, , 76.27, , 79.64
 640,10124050,20012640,AAA AAA640, , , 80.65, 81.08, , 78.33, , , 91.67, , 75.47, , , , , , , , , , 100, , 100, 78.1, 81.82, 81.72
 641,10124051,20012641,AAA AAA641, , , 82.22, 88.14, , 86.21, , , 100, , 82.76, , , , 100, , , , , , , , 87.5, 85.25, 93.33, 87.39
 642,10124052,20012642,AAA AAA642, , 69.23, , 85.71, 89.47, , 96.67, 93.02, 0, 92.86, , , , , , , , , , , , , , 41.67, , 86.05
 643,10124053,20012643,AAA AAA643, 76.09, 78.57, , 75.44, 79.03, , , , 80, 83.64, , , , , , , , , , 100, , 93.33, , 77.97, , 80.32
 644,10124054,20012644,AAA AAA644, 43.48, 60.71, , 56.14, 72.58, , , , 33.33, 50.91, , , , , , , 100, , , , , 60, , 45.76, , 54.3
 645,10124055,20012645,AAA AAA645, , , 77.78, 77.05, , 85, , , 86.67, , 72.41, , , , , , , , , 100, , , 78.57, 75, 80, 78.79
 646,10124056,20012646,AAA AAA646, , , 82.22, 74.14, , 77.19, , , 75, , 67.39, , 100, , , , , , , , , , 73.33, 71.67, 84.62, 75.58
 647,10124057,20012647,AAA AAA647, , , 83.33, 85.25, , 78.43, , , 85.71, , 75, , , , 100, , , , , , , , 80, 85.19, 81.25, 82.71
 648,10124058,20012648,AAA AAA648, 0, , , 0, 0, , , , 0, , , , 0, , , , , , , , , 0, , 0, , 
